oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
473201200005489,47917244,2458233.6776893790,58233.172442100000,13.1234770,0.0123641957,0,zr,187.2779058,2.0524175000000000,0.912000000,0.04100000113,20180425172419,473,1,2,20.2000008,26.1594830,0.0329977199,0.102603845,2.13039966E-05,30.0,1.274,1
473201200005489,47917335,2458233.6786037385,58233.173356500000,13.1470137,0.0123355892,0,zr,187.2779257,2.0524194000000000,0.643000007,0.06400000304,20180425173345,473,1,2,20.3199997,26.1601295,0.0318253376,0.102766462,1.99012484E-05,30.0,1.270,3
473201200005489,48827156,2458242.7763317134,58242.271562500000,13.1241541,0.0123633724,0,zr,187.2779183,2.0524091000000000,0.648999989,0.00700000022,20180504271030,473,1,2,21.0799999,26.1438847,0.0242248438,0.113873862,1.15946523E-05,30.0,1.194,1
473201200005489,48916880,2458243.6735238247,58243.168807900000,13.1218538,0.0123661738,0,zr,187.2778928,2.0524489000000000,1.534999967,0.06599999964,20180505168796,473,1,2,21.1000004,26.1330433,0.0258349981,0.082295910,1.29020618E-05,30.0,1.201,3
473201200005489,49016936,2458244.6740186680,58244.169363400000,13.1365919,0.0123482384,0,zr,187.2779078,2.0524271000000000,1.136000037,-0.01700000092,20180506169317,473,1,2,21.0900002,26.1421051,0.0230340119,0.090692453,1.02631429E-05,30.0,1.194,3
473201200005489,49116818,2458245.6727763220,58245.168182900000,13.1328068,0.0123528400,0,zr,187.2779159,2.0524102000000000,0.344000012,-0.00000000000,20180507168171,473,1,2,20.8899994,26.0992031,0.0260710791,0.106234469,1.28870697E-05,30.0,1.190,1
473201200005489,49118870,2458245.6932958450,58245.188703700000,13.1303892,0.0123557802,32768,zr,187.2779179,2.0524222000000000,0.768999994,0.00000000000,20180507188692,473,1,2,19.8700008,25.0998363,0.0404399335,0.106732659,3.34754222E-05,30.0,1.157,3
473201200005489,49323237,2458247.7368342974,58247.232372700000,13.1735258,0.0123035321,0,zr,187.2779426,2.0524523000000000,1.128999949,0.07900000364,20180509232338,473,1,2,21.2700005,26.1545391,0.0244677421,0.113240592,1.15668936E-05,30.0,1.153,3
473201200005489,49523160,2458249.7359376770,58249.231608800000,13.1841288,0.0122907627,0,zr,187.2781047,2.0525560000000000,3.355999947,0.03599999845,20180511231597,473,1,2,20.0799999,25.8861809,0.0410926566,0.133796781,3.32670788E-05,30.0,1.159,1
473201200005489,49523253,2458249.7368635120,58249.232534700000,13.1489353,0.0123332608,0,zr,187.2780679,2.0525410000000000,1.503000021,0.00700000022,20180511232523,473,1,2,19.8799992,25.7617931,0.0412408896,0.137357056,3.29932336E-05,30.0,1.160,3
473201200005489,49621400,2458250.7182664815,58250.214004600000,13.1305113,0.0123556321,0,zr,187.2779753,2.0524935000000000,1.210999966,-0.01700000092,20180512213947,473,1,2,19.7700005,26.1721668,0.0420579948,0.120179445,3.57679601E-05,30.0,1.146,3
