|BAT_NAME|RA|DEC|SNR|COUNTERPART_NAME|OTHER_NAME|CTPT_RA|CTPT_DEC|FLUX|FLUX_LO|FLUX_HI|CONTA|GAMM|GAMM|GAMM|CHI_SQ_R|REDSHIF|LUM|ASSOC_STREN|CL2|TYPE
534|SWIFTJ1114.3+7944|168.551|79.687|5.43|MCG+13-08-056||168.6830|79.7266|11.63|7.37|16.41|0.00|1.46|0.90|2.04|0.30|-1.0000|NULL|0|2|Galaxy
535|SWIFTJ1115.3+5423|168.829|54.416|5.55|MCG+09-19-015NED02|SDSSJ111519.98+542316.6|168.8333|54.3880|9.27|6.05|12.95|0.00|1.87|1.39|2.41|0.40|0.0703|44.05|0|5|Sy2
536|SWIFTJ1118.5-5440|169.633|-54.667|7.53|2MASSJ11182121-5437286|IGRJ1187-5438|169.5884|-54.6246|18.82|14.00|24.11|0.00|1.81|1.43|2.22|1.40|0.0000|NULL|0|1|Galactic
537|SWIFTJ1119.5+5132|169.885|51.535|5.12|SBS1116+518||169.9084|51.5543|10.25|6.73|14.20|0.00|1.60|1.15|2.08|1.60|0.1070|44.48|4|4|Sy1
538|SWIFTJ1120.8-4316|170.178|-43.291|7.05|ESO265-G023||170.2000|-43.2640|15.41|11.05|20.32|0.00|2.07|1.66|2.56|0.20|0.0560|44.06|0|4|Sy1
539|SWIFTJ1121.0-6154|170.256|-61.896|72.61|1A1118-61||170.2384|-61.9167|128.89|125.64|132.18|0.00|2.66|2.62|2.71|44.20|0.0000|NULL|0|13|HMXB
540|SWIFTJ1120.9-6037|170.263|-60.631|668.55|CenX-3|V779Cen|170.3158|-60.6230|931.82|929.68|933.96|0.00|4.09|4.08|4.10|1206.00|0.0000|NULL|0|13|HMXB/NS
541|SWIFTJ1124.6-5917|171.140|-59.280|5.86|PSRJ1124-5916||171.1633|-59.2719|12.40|8.62|16.72|0.00|2.25|1.79|2.82|0.70|0.0000|NULL|0|10|Pulsar
542|SWIFTJ1125.6+5423|171.349|54.382|12.00|ARP151||171.4007|54.3825|19.57|16.37|22.99|0.00|2.00|1.78|2.24|0.20|0.0211|43.30|0|4|Sy1
543|SWIFTJ1126.7+3514|171.623|35.210|5.15|Mrk423||171.7021|35.2509|9.75|6.19|13.83|0.00|1.75|1.23|2.33|0.30|0.0323|43.37|0|5|Sy1.9
544|SWIFTJ1127.5+1906|171.861|19.160|8.68|2MASXJ11271632+1909198|1RXSJ112716.6+190914|171.8178|19.1556|15.61|11.66|20.01|0.00|1.95|1.59|2.35|0.50|0.1055|44.65|0|5|Sy1.8
545|SWIFTJ1130.1-1447|172.535|-14.798|12.38|PKS1127-14||172.5294|-14.8243|34.44|28.96|40.24|0.00|1.75|1.52|1.98|0.70|1.1840|47.44|0|7|Blazar
546|SWIFTJ1131.0-6256|172.740|-62.964|15.80|HD100199|IGRJ11305-6256|172.7788|-62.9469|28.28|24.94|31.81|0.00|2.59|2.40|2.81|1.20|0.0000|NULL|0|13|HMXB
547|SWIFTJ1131.9-1233|172.903|-12.536|5.19|2MASXJ11315154-1231587||172.9647|-12.5329|11.51|7.14|16.72|0.00|2.10|1.55|2.81|0.20|0.6540|46.33|0|8|LensedQSO
548|SWIFTJ1132.7+5301|173.133|52.994|8.30|NGC3718||173.1452|53.0679|12.09|8.90|15.63|0.00|2.03|1.66|2.45|0.60|0.0033|41.47|0|2|XBONG
549|SWIFTJ1132.9+1019A|173.199|10.263|7.85|IC2921||173.2053|10.2965|15.64|0.00|0.00|0.08|2.00|0.00|0.00|3.80|0.0437|43.84|0|4|Sy1
550|SWIFTJ1132.9+1019B|173.199|10.263|7.85|[HB89]1130+106||173.2479|10.3951|8.78|0.00|0.00|6.80|0.79|0.00|0.00|0.90|0.5398|46.01|0|8|QSO/RLQ
551|SWIFTJ1136.7+6738|174.128|67.641|7.41|2MASXJ11363009+6737042||174.1253|67.6179|10.73|8.03|13.78|0.00|2.35|1.99|2.79|1.40|0.1342|44.71|0|7|BLLac
552|SWIFTJ1136.0+2132|174.150|21.582|8.72|Mrk739E||174.1220|21.5960|13.19|10.14|16.57|0.00|2.35|2.02|2.75|1.00|0.0299|43.43|0|4|Sy1
553|SWIFTJ1136.7-6007|174.170|-60.115|8.43|2MASXJ11364205-6003070|IGRJ11366-6002|174.1752|-60.0519|20.69|16.34|25.38|0.00|1.96|1.67|2.29|1.00|0.0140|42.96|0|5|Sy2/LINER
554|SWIFTJ1138.9+2529A|174.723|25.487|5.93|2MASXJ11383367+2523532||174.6405|25.3981|8.94|0.00|0.00|0.15|1.85|0.00|0.00|1.70|0.0254|43.12|0|5|Sy2
555|SWIFTJ1138.9+2529B|174.723|25.487|5.93|SDSSJ113915.13+253557.9||174.8131|25.5994|5.63|0.00|0.00|0.22|2.33|0.00|0.00|0.80|0.2195|44.90|0|8|Sy2
556|SWIFTJ1139.1+5913|174.732|59.199|12.64|SBS1136+594||174.7870|59.1990|20.72|17.48|24.18|0.00|2.02|1.80|2.25|1.10|0.0601|44.25|0|4|Sy1.5
557|SWIFTJ1139.0-2323|174.739|-23.366|6.08|HE1136-2304||174.7129|-23.3600|16.61|11.47|22.38|0.00|1.76|1.33|2.22|1.00|0.0270|43.44|0|6|Sy
558|SWIFTJ1139.0-3743|174.761|-37.736|72.63|NGC3783||174.7572|-37.7386|181.11|176.29|185.98|0.00|1.97|1.94|2.01|6.70|0.0097|43.58|0|4|Sy1
559|SWIFTJ1139.5-6526|174.878|-65.431|6.68|GTMus|4U1137-65|174.8733|-65.3978|9.09|7.03|11.44|0.00|3.80|3.18|4.65|0.50|-1.0000|NULL|0|12|RSCVnsystem
560|SWIFTJ1139.8+3157|174.945|31.948|8.56|NGC3786||174.9270|31.9090|18.02|13.95|22.40|0.00|1.58|1.28|1.90|1.50|0.0089|42.50|4|5|Sy1.8
561|SWIFTJ1141.3+2156|175.278|21.922|9.01|PG1138+222||175.3173|21.9394|18.34|14.25|22.74|0.00|1.67|1.37|1.99|0.40|0.0632|44.25|0|4|Sy1
562|SWIFTJ1142.2+1021|175.552|10.344|7.48|NGC3822||175.5463|10.2778|13.79|9.85|18.24|0.00|2.04|1.64|2.51|0.30|0.0209|43.14|0|5|Sy2
563|SWIFTJ1142.7+7149|175.889|71.700|16.25|DODra||175.9098|71.6890|18.65|16.58|20.87|0.00|3.15|2.91|3.41|0.90|0.0000|NULL|0|9|CV/DQHer
564|SWIFTJ1144.0-6105|176.003|-61.130|22.19|IGRJ11435-6109|1RXSJ114358.1-610736|175.9667|-61.1500|39.01|35.42|42.76|0.00|2.44|2.30|2.59|1.80|0.0000|NULL|4|13|HMXB/NS
565|SWIFTJ1144.1+3652|176.111|36.878|6.60|KUG1141+371||176.1240|36.8860|15.38|11.47|19.63|0.00|1.50|1.16|1.86|0.30|0.0381|43.71|0|4|Sy1
566|SWIFTJ1143.7+7942|176.174|79.680|18.14|UGC06728||176.3168|79.6815|27.20|24.04|30.52|0.00|2.18|2.02|2.35|1.60|0.0065|42.41|0|4|Sy1.2
567|SWIFTJ1145.6-1819|176.397|-18.456|21.33|2MASXJ11454045-1827149||176.4186|-18.4543|53.26|48.37|58.32|0.00|1.99|1.87|2.12|1.30|0.0329|44.13|0|4|Sy1
568|SWIFTJ1145.2+5905|176.416|58.981|9.54|MCG+10-17-061|ARK320|176.3881|58.9781|16.16|13.11|19.46|0.00|2.00|1.75|2.27|1.80|0.0099|42.55|0|2|Galaxy
569|SWIFTJ1145.6-6956|176.467|-69.962|6.38|PKS1143-696||176.4734|-69.9005|15.83|11.42|20.68|0.00|1.77|1.36|2.22|0.40|0.2440|45.45|0|8|QSO
570|SWIFTJ1147.2-6156A|176.902|-61.948|180.70|1E1145.1-6141||176.8692|-61.9539|326.06|322.68|329.47|0.01|2.65|2.63|2.66|66.90|0.0000|NULL|0|13|HMXB/NS
571|SWIFTJ1147.2-6156B|176.902|-61.948|180.70|4U1145-61||177.0001|-62.2069|13.41|0.00|0.00|4.67|2.30|0.00|0.00|1.00|0.0000|NULL|3|13|HMXB
572|SWIFTJ1148.3+0901|177.038|9.006|6.85|2MASXJ11475508+0902284||176.9795|9.0413|11.85|8.30|15.89|0.00|2.19|1.78|2.71|1.80|0.0688|44.13|0|4|Sy1.5
573|SWIFTJ1148.7+2941|177.196|29.641|11.37|MCG+05-28-032||177.1915|29.6412|24.48|20.40|28.78|0.00|1.62|1.40|1.85|0.90|0.0230|43.47|0|6|LINER
574|SWIFTJ1149.3-0414|177.322|-4.241|5.64|2MASXJ11491868-0416512|2E1146.7-0400|177.3278|-4.2808|10.96|6.92|15.64|0.00|2.06|1.58|2.66|0.80|0.0845|44.29|0|4|Sy1
575|SWIFTJ1149.3+5307|177.377|53.267|5.03|SDSSJ114921.52+532013.4||177.3397|53.3371|5.98|3.68|8.79|0.00|2.58|1.98|3.46|0.60|0.0951|44.13|0|6|BLAGN
576|SWIFTJ1152.1-1122|178.020|-11.391|7.12|PG1149-110||178.0148|-11.3734|15.21|10.97|20.00|0.00|2.22|1.82|2.70|0.30|0.0490|43.94|0|4|Sy1
577|SWIFTJ1152.6-0512|178.170|-5.192|6.12|MCG-01-30-041|SWIFTJ1152.6-0512|178.1590|-5.2070|14.02|9.58|19.01|0.00|1.89|1.48|2.36|1.00|0.0188|43.05|0|5|Sy1.8
578|SWIFTJ1153.6+4931|178.392|49.514|6.45|4C+49.22||178.3519|49.5191|13.51|9.62|17.80|0.00|1.56|1.15|2.00|0.20|0.3340|45.70|0|8|QuasarFS
579|SWIFTJ1157.8+5529|179.530|55.443|9.43|NGC3998||179.4839|55.4536|14.84|11.64|18.36|0.00|2.04|1.73|2.38|0.40|0.0035|41.60|0|4|Sy1LINER
580|SWIFTJ1158.9+4234|179.716|42.570|6.23|IC0751||179.7191|42.5703|13.10|9.50|17.04|0.00|1.64|1.27|2.03|0.90|0.0312|43.47|4|5|Sy2
581|SWIFTJ1159.7-2002|179.917|-20.027|5.13|2MASSiJ1159410-195924|RBS1055|179.9208|-19.9900|15.91|10.52|21.92|0.00|1.62|1.16|2.13|0.50|0.4500|46.07|0|8|Quasar
582|SWIFTJ1200.8+0650|180.241|6.806|10.29|2MASXJ12005792+0648226|CGCG041-020|180.2413|6.8064|21.18|17.08|25.59|0.00|1.93|1.68|2.21|1.20|0.0360|43.80|0|5|Sy2
583|SWIFTJ1201.2-0341|180.309|-3.685|5.55|Mrk1310||180.3098|-3.6781|11.32|7.52|15.61|0.00|2.10|1.68|2.62|3.60|0.0194|42.98|0|4|Sy1
584|SWIFTJ1200.2-5350|180.693|-53.854|20.07|LEDA38038||180.6985|-53.8355|48.02|43.70|52.50|0.00|2.10|1.97|2.23|2.30|0.0280|43.93|4|5|Sy2
585|SWIFTJ1203.0+4433|180.749|44.524|26.86|NGC4051||180.7901|44.5313|39.54|36.68|42.49|0.00|2.28|2.18|2.39|4.30|0.0023|41.67|0|4|Sy1.5
586|SWIFTJ1204.5+2019|181.125|20.306|12.78|ARK347||181.1237|20.3162|29.48|25.24|33.93|0.00|1.65|1.46|1.85|1.50|0.0224|43.53|0|5|Sy2
587|SWIFTJ1204.8+2758|181.200|27.961|6.26|GQCom|PG1202+281|181.1754|27.9033|10.38|7.22|13.98|0.00|2.08|1.65|2.57|1.00|0.1653|44.89|0|4|Sy1.2
588|SWIFTJ1204.9+3105|181.249|31.182|5.72|UGC07064||181.1806|31.1773|13.27|9.16|17.85|0.00|1.44|0.97|1.90|0.70|0.0250|43.28|0|5|Sy1.9
589|SWIFTJ1205.8+4959|181.479|49.985|5.25|2MASXJ12055599+4959561||181.4834|49.9990|10.33|6.85|14.30|0.00|1.63|1.15|2.12|2.30|0.0631|44.00|0|5|Sy1.8
590|SWIFTJ1206.2+5243|181.556|52.725|14.77|NGC4102||181.5963|52.7109|27.90|24.25|31.71|0.00|1.66|1.48|1.84|2.10|0.0028|41.69|4|6|LINER
591|SWIFTJ1207.5+3355|181.873|33.837|5.10|B21204+34||181.8870|33.8780|14.56|10.28|19.23|0.00|1.20|0.75|1.62|0.40|0.0791|44.35|0|5|Sy2
592|SWIFTJ1209.5+4702|182.302|47.043|13.37|Mrk198||182.3088|47.0583|22.22|18.95|25.68|0.00|1.97|1.77|2.19|0.60|0.0242|43.47|0|5|Sy2
593|SWIFTJ1209.4+4340|182.359|43.675|15.50|NGC4138||182.3741|43.6853|30.00|26.36|33.79|0.00|1.75|1.59|1.92|0.40|0.0030|41.76|4|5|Sy1.9
594|SWIFTJ1210.1-4637|182.521|-46.614|4.90|2MASXJ12100404-4636274||182.5168|-46.6076|18.25|12.76|24.33|0.00|1.42|0.96|1.87|0.60|0.0315|43.62|0|5|Sy1.8
595|SWIFTJ1210.5+3924|182.674|39.417|300.63|NGC4151||182.6357|39.4057|538.93|535.36|542.50|0.00|1.83|1.82|1.83|67.80|0.0033|43.12|0|4|Sy1.5
596|SWIFTJ1210.7+3819|182.692|38.309|12.91|KUG1208+386||182.6840|38.3360|20.69|17.55|24.03|0.00|2.02|1.82|2.24|1.30|0.0228|43.39|0|4|Sy1
597|SWIFTJ1211.3-3935|182.815|-39.568|7.73|2MASXJ12111425-3933268||182.8095|-39.5574|21.74|16.74|27.18|0.00|1.80|1.48|2.14|1.00|0.0611|44.29|0|5|Sy2
598|SWIFTJ1212.3-5806|183.201|-58.047|5.76|IGRJ12123-5802||183.0950|-58.0217|12.31|8.55|16.60|0.00|2.34|1.88|2.92|0.40|-1.0000|NULL|0|9|CV
599|SWIFTJ1212.9+0702|183.228|7.031|6.90|NGC4180||183.2620|7.0380|16.66|11.89|21.91|0.00|1.57|1.18|1.98|0.50|0.0070|42.26|0|6|AGN
600|SWIFTJ1213.1+3239A|183.275|32.642|7.02|CGCG187-022||183.2888|32.5964|11.65|0.00|0.00|0.23|1.76|0.00|0.00|1.20|0.0249|43.22|0|5|Sy2
601|SWIFTJ1213.1+3239B|183.275|32.642|7.02|B21210+33||183.2659|32.7936|8.12|0.00|0.00|0.57|1.58|0.00|0.00|1.20|2.5108|47.61|0|8|QuasarSSRQ
602|SWIFTJ1213.2-6458|183.294|-64.875|14.45|SWIFTJ121314.7-645231|4U1210-64|183.3208|-64.8800|18.87|17.02|20.82|0.00|4.92|4.46|5.48|0.50|0.0000|NULL|0|13|HMXB/NS
603|SWIFTJ1213.2-6020|183.310|-60.258|5.29|1RXSJ121324.5-601458||183.3504|-60.2547|9.52|6.51|13.06|0.00|2.81|2.25|3.59|0.80|-1.0000|NULL|0|0|
604|SWIFTJ1213.9-0531|183.458|-5.518|5.76|2MASXJ12135456-0530193||183.4774|-5.5054|11.79|7.63|16.70|0.00|2.15|1.65|2.81|0.90|0.0660|44.09|0|4|Sy1
605|SWIFTJ1214.3+2933|183.563|29.551|8.64|Was49b||183.5749|29.5304|15.52|12.12|19.24|0.00|1.94|1.63|2.26|0.90|0.0632|44.17|4|5|Sy2/BINARY
606|SWIFTJ1217.2-2611|184.236|-26.235|5.32|ESO505-IG030||184.2380|-26.2093|13.84|9.19|19.02|0.00|1.93|1.50|2.43|1.80|0.0397|43.71|0|5|Sy2/Sy2/Pair
607|SWIFTJ1217.3+0714|184.279|7.188|15.36|NGC4235||184.2912|7.1916|32.45|28.09|37.03|0.00|1.90|1.72|2.09|0.70|0.0080|42.67|4|4|Sy1
608|SWIFTJ1218.5+2952|184.611|29.848|15.47|Mrk766||184.6105|29.8129|21.67|18.96|24.54|0.00|2.45|2.26|2.65|6.00|0.0129|42.91|4|4|Sy1.5
609|SWIFTJ1219.4+4720|184.729|47.320|12.27|M106||184.7396|47.3040|22.00|18.57|25.64|0.00|1.82|1.61|2.04|0.90|0.0015|41.03|0|5|Sy1.9LINER
610|SWIFTJ1221.3+3012|185.330|30.195|6.85|FBQSJ1221+3010|1ES1218+304|185.3414|30.1770|7.87|5.57|10.63|0.00|3.10|2.48|4.02|0.40|0.1836|44.87|0|7|BLLac
611|SWIFTJ1222.4+7520|185.434|75.318|10.90|Mrk205||185.4333|75.3107|15.84|12.80|19.19|0.00|2.33|2.04|2.67|0.50|0.0708|44.29|0|7|BLLac
612|SWIFTJ1222.4+0414|185.590|4.236|11.13|4C+04.42||185.5940|4.2211|35.45|30.04|41.09|0.00|1.30|1.09|1.51|0.50|0.9650|47.23|0|7|Blazar/FSRQ
613|SWIFTJ1223.7+0238|185.846|2.679|10.85|Mrk50||185.8506|2.6791|22.62|18.40|27.17|0.00|2.00|1.74|2.28|0.20|0.0234|43.45|0|4|Sy1
614|SWIFTJ1224.9+2122|186.215|21.361|10.66|PG1222+216||186.2269|21.3796|22.48|18.55|26.67|0.00|1.76|1.53|2.01|0.60|0.4320|46.18|4|7|BlazarLPQ
615|SWIFTJ1225.8+1240|186.453|12.679|122.32|NGC4388||186.4448|12.6621|277.38|272.90|281.88|0.00|1.75|1.73|1.78|6.50|0.0084|43.64|0|5|Sy2
616|SWIFTJ1202.5+3332|186.485|33.546|14.38|NGC4395||186.4538|33.5468|25.17|21.78|28.73|0.00|1.97|1.79|2.16|0.90|0.0011|40.79|0|5|Sy1.9
617|SWIFTJ1226.6-6244|186.700|-62.782|1767.76|GX301-2||186.6567|-62.7706|2829.08|0.00|0.00|0.00|3.24|3.24|3.24|55221.00|0.0000|NULL|0|14|LMXB/NS
618|SWIFTJ1227.8-4856|187.042|-48.873|14.01|1RXSJ122758.8-485343|XSSJ12270-4859|186.9954|-48.8956|38.05|33.15|43.18|0.00|1.88|1.69|2.07|0.20|0.0000|NULL|0|1|CV?
619|SWIFTJ1229.1+0202|187.285|2.057|177.09|3C273||187.2779|2.0524|444.81|439.94|449.70|0.00|1.72|1.70|1.73|2.70|0.1583|46.48|0|7|Blazar
620|SWIFTJ1231.0-4231|187.753|-42.524|5.13|1RXSJ123113.2-423524|SWIFTJ1230.7-4233|187.8050|-42.5900|12.99|0.00|0.00|0.05|2.03|0.00|0.00|1.00|-1.0000|NULL|0|0|X-raysrc
621|SWIFTJ1231.4+5758|187.865|57.954|5.51|NGC4500||187.8423|57.9646|7.94|5.25|11.11|0.00|2.25|1.76|2.87|0.40|0.0104|42.28|0|2|GALAXY/SBRST/Composit
622|SWIFTJ1232.0-4802|187.952|-47.982|5.18|2MASXJ12313717-4758019||187.9042|-47.9672|15.52|10.56|21.08|0.00|1.72|1.25|2.22|0.40|0.0278|43.44|0|4|Sy1
623|SWIFTJ1232.1+2009|187.999|20.159|6.24|Mrk771||188.0150|20.1581|13.45|9.58|17.73|0.00|1.71|1.34|2.12|1.20|0.0630|44.11|0|4|Sy1
624|SWIFTJ1232.0-4219|188.012|-42.317|5.42|1RXSJ123212.3-421745||188.0503|-42.2980|15.79|0.00|0.00|0.05|1.76|0.00|0.00|0.70|0.0980|44.58|0|4|Sy1
625|SWIFTJ1234.7-6433|188.701|-64.567|41.94|RTCru||188.7239|-64.5656|81.41|77.73|85.17|0.00|2.43|2.36|2.50|4.10|0.0000|NULL|0|12|Symb/WD
626|SWIFTJ1235.6-3954|188.871|-39.891|71.13|NGC4507||188.9026|-39.9093|188.11|182.94|193.34|0.00|1.86|1.83|1.90|14.50|0.0118|43.77|0|5|Sy2
627|SWIFTJ1238.1-3842|189.537|-38.696|5.59|V1025Cen||189.5685|-38.7128|8.99|6.01|12.72|0.00|3.05|2.35|4.01|1.10|0.0000|NULL|0|9|CV/DQHER
628|SWIFTJ1238.6+0928|189.655|9.468|5.40|VCC1759||189.5933|9.5283|11.55|7.41|16.29|0.01|1.77|1.29|2.33|1.00|0.0321|43.44|0|2|Galaxy
629|SWIFTJ1238.9-2720|189.734|-27.309|30.68|ESO506-G027||189.7275|-27.3078|93.94|88.28|99.72|0.00|1.71|1.63|1.79|2.40|0.0250|44.13|0|5|Sy2
630|SWIFTJ1239.3-1611|189.780|-16.172|14.36|LEDA170194|IGRJ12392-1612|189.7762|-16.1797|41.15|35.73|46.82|0.00|1.76|1.58|1.94|1.40|0.0367|44.11|0|5|Sy2
631|SWIFTJ1239.6-0519|189.922|-5.329|35.33|NGC4593||189.9143|-5.3443|88.05|83.14|93.04|0.00|1.84|1.76|1.91|2.30|0.0090|43.20|0|4|Sy1
632|SWIFTJ1240.2+3457A|190.039|34.946|5.72|Mrk653||189.9653|34.9749|9.00|5.93|12.60|0.01|2.19|1.69|2.82|0.30|0.0431|43.59|4|5|Sy2
633|SWIFTJ1240.2+3457B|190.039|34.946|5.72|NGC4619||190.4356|35.0628|7.02|0.00|0.00|0.03|1.66|0.00|0.00|0.20|0.0231|42.93|4|4|Sy1
634|SWIFTJ1240.9-3331|190.136|-33.603|5.83|ESO381-G007||190.1956|-33.5700|15.72|10.57|21.57|0.00|1.87|1.39|2.41|0.70|0.0550|44.05|0|4|Sy1.5
635|SWIFTJ1240.9+2735|190.194|27.577|5.15|KUG1238+278A||190.1934|27.5650|7.13|4.44|10.38|0.00|2.47|1.88|3.30|1.00|0.0565|43.74|0|5|Sy2
636|SWIFTJ1241.6-5748|190.404|-57.816|15.87|WKK1263||190.3570|-57.8340|46.66|41.69|51.81|0.00|1.77|1.62|1.92|0.30|0.0244|43.80|0|4|Sy1.5
637|SWIFTJ1243.3-6305|190.819|-63.081|7.82|1H1249-637||190.7090|-63.0580|13.16|10.18|16.52|0.00|2.86|2.45|3.36|1.10|0.0000|NULL|4|13|HMXB
638|SWIFTJ1246.6+5435|191.673|54.532|13.86|NGC4686||191.6661|54.5342|27.43|23.80|31.24|0.00|1.67|1.49|1.85|0.60|0.0167|43.24|0|2|Galaxy,XBONG
639|SWIFTJ1248.2-5828|192.079|-58.433|4.94|2MASXJ12475784-5829599||191.9910|-58.5001|9.56|5.61|14.35|0.00|2.18|1.52|2.99|0.90|0.0280|43.23|0|5|Sy1.9
640|SWIFTJ1249.3-5907|192.403|-59.064|31.05|4U1246-58|1A1246-588|192.4140|-59.0874|64.87|60.94|68.90|0.00|2.42|2.33|2.52|0.80|0.0000|NULL|4|14|LMXB
641|SWIFTJ1252.3-1323|193.066|-13.381|6.14|NGC4748||193.0519|-13.4147|13.78|9.26|18.96|0.00|2.01|1.56|2.56|1.20|0.0146|42.82|0|4|Sy1/NL
642|SWIFTJ1252.3-2916|193.073|-29.249|16.15|EXHya||193.1017|-29.2491|24.34|21.72|27.14|0.00|3.69|3.39|4.04|0.70|0.0000|NULL|0|9|CV/DQHer
643|SWIFTJ1253.5-4137|193.376|-41.615|5.01|ESO323-32||193.3350|-41.6370|15.20|9.72|21.37|0.00|1.48|0.95|2.01|0.60|0.0160|42.94|4|5|Sy2
644|SWIFTJ1255.0-2657|193.718|-26.930|5.93|6dFJ1254564-265702|AM1252-264|193.7348|-26.9505|16.11|11.16|21.65|0.00|1.92|1.49|2.41|1.40|0.0591|44.13|0|5|Sy1.9
645|SWIFTJ1256.2-0551|194.047|-5.760|10.95|3C279||194.0465|-5.7893|34.30|28.64|40.25|0.00|1.49|1.26|1.72|0.20|0.5362|46.59|4|7|Blazar
646|SWIFTJ1257.4-6915|194.426|-69.304|49.37|4U1254-690|GRMus|194.4048|-69.2886|62.75|61.01|64.52|0.00|5.19|5.04|5.34|3.60|0.0000|NULL|0|14|LMXB/NS
647|SWIFTJ1259.7+2755|194.913|27.940|37.67|ComaCluster||194.9531|27.9807|37.35|35.68|39.08|0.00|3.89|3.75|4.04|3.90|0.0231|43.66|0|3|GalaxyCluster
648|SWIFTJ1300.1+1635|195.022|16.575|5.79|2MASXJ13000533+1632151||195.0223|16.5374|14.36|9.80|19.49|0.00|1.53|1.06|2.02|0.60|0.0800|44.36|0|4|Sy1Sy2
649|SWIFTJ1301.2-6139|195.331|-61.600|102.22|GX304-1||195.3217|-61.6019|185.50|182.18|188.85|0.00|2.74|2.71|2.77|106.20|0.0000|NULL|1|13|HMXB
650|SWIFTJ1302.0-6358|195.535|-63.963|21.82|2RXPJ130159.6-635806|IGRJ13020-6359|195.4936|-63.9683|41.65|37.99|45.45|0.00|2.54|2.39|2.69|0.80|0.0000|NULL|0|10|Pulsar
651|SWIFTJ1302.9+1620|195.720|16.403|9.74|Mrk783||195.7450|16.4080|17.18|13.75|20.92|0.00|2.19|1.92|2.50|0.50|0.0672|44.27|0|4|Sy1.5
652|SWIFTJ1303.8+5345|195.994|53.796|18.86|SBS1301+540||195.9978|53.7917|32.61|29.35|36.00|0.00|1.93|1.79|2.06|0.80|0.0299|43.83|0|4|Sy1
653|SWIFTJ1304.3-0532|196.079|-5.529|8.53|NGC4941||196.0547|-5.5516|20.45|15.83|25.45|0.00|1.84|1.55|2.16|0.70|0.0037|41.79|4|5|Sy2
654|SWIFTJ1304.3-1022|196.083|-10.374|9.22|NGC4939||196.0600|-10.3396|24.85|19.81|30.27|0.01|1.76|1.48|2.05|1.50|0.0104|42.78|0|5|Sy2
655|SWIFTJ1305.4-4928|196.341|-49.472|79.31|NGC4945||196.3645|-49.4682|284.86|279.16|290.61|0.00|1.47|1.44|1.50|62.90|0.0019|42.35|0|5|Sy2
656|SWIFTJ1305.4-1034|196.347|-10.567|5.44|PKS1302-102||196.3876|-10.5554|13.21|0.00|0.00|0.03|2.01|0.00|0.00|1.10|0.2784|45.51|0|8|Sy1.2/FSRQ
657|SWIFTJ1306.4-4025A|196.663|-40.404|17.06|ESO323-077||196.6089|-40.4146|33.06|0.00|0.00|0.21|2.14|0.00|0.00|3.80|0.0150|43.22|0|4|Sy1.2
658|SWIFTJ1306.4-4025B|196.663|-40.404|17.06|ESO323-G081||196.8004|-40.4076|16.91|0.00|0.00|1.68|1.48|0.00|0.00|0.70|0.0159|42.98|0|2|Galaxy
659|SWIFTJ1309.2+1139|197.283|11.617|22.77|NGC4992||197.2733|11.6341|53.47|49.09|57.97|0.00|1.70|1.59|1.80|2.50|0.0251|43.89|4|5|Sy2XBONG
660|SWIFTJ1310.9-5553|197.722|-55.877|8.69|IGRJ13109-5552|PMNJ1310-5552|197.6830|-55.8630|32.55|26.80|38.61|0.00|1.39|1.13|1.65|0.60|0.1040|44.95|0|4|Sy1
661|SWIFTJ1312.1-5631|197.743|-56.501|7.01|2MASXJ13103701-5626551||197.6543|-56.4485|17.32|12.92|22.17|0.00|2.05|1.67|2.47|0.50|-1.0000|NULL|0|2|Galaxy
662|SWIFTJ1310.7+0834|197.756|8.613|5.28|2MASXJ13105723+0837387||197.7385|8.6273|10.34|6.62|14.65|0.00|1.99|1.50|2.57|2.00|0.0527|43.83|0|5|Sy2
663|SWIFTJ1313.1-1108|198.300|-11.122|6.62|IISZ010|QSOB1310-108|198.2741|-11.1284|15.20|10.85|20.12|0.00|2.09|1.68|2.57|1.20|0.0340|43.61|0|4|Sy1
664|SWIFTJ1313.6+3650A|198.406|36.826|5.36|RXJ1313.8+3653||198.4540|36.8994|6.36|0.00|0.00|0.07|2.10|0.00|0.00|0.60|0.0668|43.84|0|4|Sy1.5
665|SWIFTJ1313.6+3650B|198.406|36.826|5.36|NGC5033||198.3650|36.5930|5.52|0.00|0.00|0.08|2.29|0.00|0.00|0.80|0.0029|41.02|0|5|Sy1.9
666|SWIFTJ1315.8+4420|198.853|44.400|11.94|UGC08327NED02||198.8220|44.4071|17.08|14.31|20.07|0.00|2.30|2.07|2.55|1.30|0.0366|43.72|0|5|Sy2
667|SWIFTJ1316.9-7155|199.272|-71.909|7.76|2MASXJ13165424-7155270|1RXSJ131651.8-715537|199.2262|-71.9242|16.35|12.57|20.50|0.00|2.15|1.82|2.53|0.80|0.0705|44.30|0|2|Sy1
668|SWIFTJ1318.6-6259|199.647|-62.976|9.67|IGRJ13186-6257||199.6067|-62.9708|19.05|15.39|23.03|0.00|2.45|2.15|2.79|0.90|-1.0000|NULL|0|13|HMXB
669|SWIFTJ1321.2+0859|200.298|8.986|6.53|NGC5100NED02||200.2483|8.9783|14.72|10.51|19.38|0.00|1.72|1.34|2.13|1.30|0.0319|43.54|0|6|AGN
